access,admin_level,aerialway,aeroway,amenity,area,barrier,bicycle,brand,bridge,boundary,building,construction,covered,culvert,cutting,denomination,disused,embankment,foot,generator:source,harbour,highway,historic,horse,intermittent,junction,landuse,leisure,lock,man_made,military,motorcar,natural,office,oneway,operator,place,power,power_source,public_transport,railway,religion,route,service,shop,sport,surface,toll,tourism,tower:type,tracktype,tunnel,water,waterway,wetland,wood
Organisation,4,station,landing_strip,kindergarten,,wall3,,,cantilever,administrative,industrial,subway,,,,Salida Carril Barrancas,,,ys,,,kithimani Road,threshing_floor,no; yes,yes,Entrada desde Glorieta hacia Este-Oeste Calle 33,brownfield,tree rows,,conveyer,,yes,mud,,yes;no,Evangelical Lutheran Church of Tanzania Karagwe Diocese,municipality,planned,,,turntable,,bing,Kartódromo do Faial,,karting,packed,,La Mitad del Mundo,,grade2;grade1,culkvert,drain,oxbow,,
unknown,10,magic_carpet,construction,ferry_terminal,,wall,designated,,viaduct,EO-1 2008-02-21,administrative,trunkroute,,,,,,,yes,,,19th close,yes,yes,probably..,no,grass,nature_reserve,,dyke,,4x4,ridge,,-1;no,Bolloré Blue Solutions,country,construction,,,subway,,hiking,mainline,,climbing,pebblestone; partly concrete,,ruins,,4,yes,lake,drain,,
license,amenty=school,proposed,displaced_threshold,community_centre,,school,prohibited,,aqueduct,"EO-1, NASA/USGS, 2004-09-11, Maradah",commercial,taxiway,,,,,,,designated,,,road;tertiary,Avenida A,Não,y,rondabout,cemetery,slipway,,conveyor_belt,,,archipelago,,no;yes;-1,NamPower,district,sub_station,,,platform,,chemin,forestry,,skiing,gravel; paved,,Villa Muñiz,,grade,culvet,islet,stream;river;yes,,
Mogolodi Avenue,6;4,cableway,model_taxiway,animal_keeping,,unknown,unbekannt,,covered,pentad,yes,drain,,,,,,,unbekannt,,,pit_lane,Beco F,No,,Avenida San Juan,animal_keeping,sports_centre,,cut_line,,,gorge,,-1;yes,"Egyptian General Petroleum Corporation, Saudi Aramco, othr national oil companies",town,yes,,,construction,,subway,Impasse do Pico Tanoeiro,,multi,multi,,museum,,Access Road to PWMA Junior Staff Village,culvert;yes,Levada,ditcj,,
customer,Nuevo Retamo,rope_tow,taxiway,building_yard,,w,unknown,,yes,nature_reserve,construction,trunk_link,,,,,,,unknown,,,pathway,camino_real,tra,,Entrada a la Avenida Nutibara desde la Avenida Bolivariana,greenfield,recreation_ground,,belt_conveyor,,,water,,road,MyCiTi,subcounty,,,,disused,,power,kart,,rc_car,earth,,picnic_site,,grade4;grade2,unset,oxbow,canal,,
forestry,IBGE,j-bar,approach_lights,bulding,,hedge_bank,dismount,,disused,town,office,service,,,,,,,license,,,track; path,cro,y,,Entrada desde Avenira Bolivariana hacia Glorieta,farmland,horse_riding,,quay,,,crater,,-1;yes;no,COTCO,city,,,,yes,,share_taxi,Calle el Peral,,canyoning,unpaved',,art_work,,grade4; grade5,,lagoon,rapid,,
no3,1,platter,stopway,parking,,railing,dismounted,,construction,postal,retail,canal,,,,,,,private,,,399 street,footway,desconocido,,cloverleaf,farmyard,water_park,,pipeline,,,wadi,,,Cabildo Insular La Palma,locality,,,,miniature,,ferry,Cantonment,,running,sand;asphalt,,,,grade3; grade2,,salt_water,river,,
fee,Municipios,construction,taxiline,pharmacy,,embankment,allowed,,,locality,Edificio,sec,,,,,,,yes;no,,,living_street,fort,re,,crossing,path,playground,,breakwater,,,riverbank,,Two way,Caisse Nationale de Prevoyance Sociale (CNPS),state,,,,tram,,Hassi R'Mel - Bologna,yard,,athletics,cimenté,,,,piste_d'accès_pour_véhicule_tout_terrain,,,dam,,
private,0,canopy,aerodrome,gound_sign,,g,unpaved,,suspension,"EO-1, NASA/USGS, 2002-08-30, Al Qubah",hut,path,,,,,,,yes\,,,residential,mine,6,,Avenida 80,residential,marina,,crane,,,stream,,,AFTU,neighbourhood,,,,funicular,,Yaoundé-Bertoua,parking,,cycling,dirt; unpaved; dirt,,,,grade3;grade2,,,ditch,,
Bridge at Murfor 2,11,,holding_position,bench,,s,ys,,swing,postal_code,YES,residential,,,,,,,costumer,,,Nehoreka,re,no3,,Salida desde Glorieta hacia Avenida Bolivariana Norte,orchard,natural_reserve,,fog_fence,,,clif,,,Office des Routes,Kagera,,,,monorail,,pipeline,spur,,toboggan,planks,,,,grade2,,,river;stream,,
agricultural,Río Aguarico,,abandoned,taxi,,guard_rail,desmontado,,destroyed,"EO-1, NASA/USGS, 2003-02-20, Zillah",school,rail,,,,,,,Callejon Cauca-Atlantico,,,Bing,Rua Bela Vista,Sim,,,openground,common,,embankment,,,grass,,,Tanzania Electrical Supply Corporation;TANESCO,county,,,,subway_entrance,,Bouam-Belabo,branch,,car_racing,sett,,,,Dirt,,,3,,
mining,"4,6",,terminal,restaurant,,steinmauer,use_sidepath,,ruins,maritim,terrace,expressway,,,,,,,*,,,construction,Rua da Gávea,si,,,-1,fishing,,dam,,,arete,,,Parque Nacional del Teide,island,,,,historic,,roundabout,drvieway,,obstacle_course,Sand,,,,3,,,rapids,,
official,municipop,,,artwork,,chain,yes; designated,,no;yes,EO-1 2004-09-05,shed,highway:residential,,,,,,,NO,,,yes,Rua Monteiro Lobato,,,,forest,fitness_station,,ditch,,,cliff,,,PRASA,Los chitas,,,,Boulevard 9 de Julio,,path,drivingway,,bmx,MdenineTech,,,,grade2; grade3; grade3; grade3,,,drystream,,
White-Rhinoceros-Way,,,,nursing_home,,mur,Sim,,trestle,residential,cle,no,,,,,,,4,,,minor,runway,,,,quarry,,,pivot irrigation,,,clilff,,,Fred. Olsen Express,municiplaity,,,,LINEA_2,,residential,residential,,cricket,terra,,,,1,,,ditch;drain,,
parking,,,,place_of_worship,,wal,si,,boardwalk,"EO-1, NASA/USGS, 2004-01-17, Tai",residential,road,,,,,,,designated;yes,,,fixme,tomb,,,,ligne,,,geoglyph,,,strait,,,http://www.costa-adeje.es/es/naturaleza/rutas-senderismo/sendero-boca-del-paso-la-quinta,RumiWilco,,,,lcn,,rail,Avanti,,skating,dirt;gravel,,,,Access road to camp,,,drain;canal,,
path,,,,diving_center,,hedge,No,,,Yahoo! Aerial Imagery,public,yes,,,,,,,Callejon cundinamarca-Antioquia,,,secondary,traffic_signals,,,,wood,,,groyne,,,scree,,,Grimaldi Lines,suburban,,,,ferry,,canoe,unpaved,,exercise,Soil graded,,,,lake track,,,spillway,,
customers,,,,ground_sign,,wood,demontado,,,maritime,manufacture,disused,,,,,,,Sim,,,primary,Travessa da Gávea,,,,allotments,,,submarine_cable,,,fell,,,Transportes Insular La Palma,La vuelta de Los mochos,,,,Decauville,,train,Impasse das Queimadas e Fontes,,,bitume,,,,grade3,,,aqueduct,,
public,,,,weighbridge,,yes,no;yes,,,hires,roof,retail,,,,,,,si,,,unclassified;track,unesco_world_heritage,,,,yes,,,spillway,,,old_coasttline_import,,,"Ministerio de Agricultura, Alimentación y Medio Ambiente",municipalidad,,,,razed,,3,Bing,,,murrum,,,,grade2;grade3,,,intermittent,,
Rucahabi,,,,shelter,,fence,permissive;yes,,,"EO-1, NASA/USGS, 2003-05-27, Ras Lanuf",garage,minor,,,,,,,path,,,track,,,,,retail,,,cattle_chute,,,caldera,,,EdM,,,,,,,road,delivery,,,gravier0,,,,.,,,derelict_canal,,
no,,,,marketplace,,toll_booth,5,,,Bing,casas,YES,,,,,,,residential,,,residential;footway,,,,,construction,,,cutline,,,crete,,,CFU,,,,,,,1,yes,,,unpaved,,,,Access road,,,yes,,
taxi,,,,university,,lift_gate,,,,EO-1 2003-04-30,no,primary,,,,,,,Callejon Bolivar-Boyacá,,,mini_roundabout,,,,,harbour,,,advertising,,,tree_lined,,,SNFT,,,,,,,residental,drive-through,,,unpaved;cobblestone;paving_stones,,,,grade2; grade3,,,construction,,
adesagbon sreet,,,,doctors,,bollard,,,,yes,bridge,secondary,,,,,,,desconhecido,,,unclassified;tertiary,,,,,fixme,,,yes,,,rock,,,COSAMA,,,,,,,mtb,agriculture,,,rock,,,,Terre,,,river;ditch,,
road,,,,food_court,,house,,,,national,,track,,,,,,,,,,residentiel,,,,,agriculture,,,silo,,,wood,,,Rand Water,,,,,,,aqueduct,grillade,,,brick,,,,terre,,,b,,
Yes,,,,fire_station,,wa33,,,,Hlane Royal National Park,,ligh_rail,,,,,,,,,,tertiary,,,,,vineyard,,,jetty,,,yes,,,Ayuntamiento de Teguise,,,,,,,yes,emergency,,,Black_cotton,,,,grade4;grade5,,,stream;riverbank,,
delivery,,,,clinic,,i,,,,catchment_area,,footway,,,,,,,,,,trunk,,,,,farm,,,bunker_silo,,,tree_row,,,Ayuntamiento de Tegueste,,,,,,,tram,track,,,ashes,,,,grade5; grade2,,,culvert,,
ys,,,,fuel,,pipe,,,,EO-1 2002-04-18,,reidential,,,,,,,,,,tertiary_link,,,,,recreation_ground,,,borrow_pit,,,ckuff,,,Kaaimans Pipeline,,,,,,,offroad,Cantoment,,,dirt; sand,,,,track,,,waterfall,,
yes,,,,bank,,cattle_grid,,,,"EO-1, NASA/USGS, 2002-09-15, Al Khadim",,runway,,,,,,,,,,turning_loop,,,,,meadow,,,levee,,,stone,,,KR/EAR,,,,,,,trolleybus,dr2,,,stone,,,,+,,,dicth,,
permit,,,,embassy,,retaining_wall;wall,,,,national_park,,steps,,,,,,,,,,secondary_link,,,,,conservation,,,pier,,,ridge;cliff,,,SNCC,,,,,,,Lagunentour,Place,,,bodem,,,,grade1,,,weir,,
fixme,,,,Ferry (persons only),,city_wall,,,,EO-1 2003-10-21,,pedestrian,,,,,,,,,,living_street;residential,,,,,industrial,,,Pedestrian_Bridge,,,fixme,,,M.M. Mining and Togo Rail S.A. (WACEM and RITES),,,,,,,pontoon,side,,,i,,,,grade4,,,stream;river,,
emergency,,,,bicycle_parking,,hospital,,,,"EO-1, NASA/USGS, 2004-05-24, Timimi",,gondola,,,,,,,,,,emergency_access_point,,,,,basin,,,wastewater_plant,,,sand dune,,,"Allegedly owned by Shell (SPDC), according to Oil Spill Monitor. Source: https://oilspillmonitor.ng/",,,,,,,light_rail,drive_through,,,Paved,,,,de4,,,river san Pedro,,
permissive,,,,advertising,,wire_fence,,,,kasese boundary for HOT tasker,,secondary_link,,,,,,,,,,primary_link,,,,,railway,,,conveyor,,,bare_rock,,,Cabildo Insular de La Palma,,,,,,,maxi-taxi,Caminho do Pomar,,,asphalt;compacted,,,,Access road/track to PWMA Repeater,,,lock_gate,,
restricted,,,,Calle 12B,,disused:fence,,,,hypothetical,,unchecked,,,,,,,,,,route,,,,,surface_mining,,,harbour_wall,,,waterfall,,,Don,,,,,,,junction,driveway,,,asphalt;sand;compacted,,,,grade1_ruts,,,dam#,,
"bing, survey",,,,Avenida Senhora do Porto,,wall/fence not sure,,,,task,,,,,,,,,,,,traffic_island,,,,,salt_pond,,,Rua Moacir Soares de Farias,,,sinkhole,,,Kia Motors,,,,,,,40,siding,,,60,,,,Sable,,,ford,,
destination,,,,prison,,bush,,,,imagery,,platform,,,,,,,,,,sidewalk,,,,,clearing,,,arch,,,cilff,,,Sasol,,,,,,,aerialway,Caminho da Serra D`Água,,,ground;dirt/sand,,,,trade3,,,stream;canal,,
bing,,,,Rua E. P. Colares,,tower,,,,natural,,cycleway,,,,,,,,,,possible ford,,,,,pri,,,peak,,,valley,,,http://www.costa-adeje.es/es/naturaleza/rutas-senderismo/roque-del-conde,,,,,,,planned,forrestry,,,concrete:plates,,,,Access Road to Area Managers residence Tashinga,,,pipeline,,
<same>,,,,buil,,bollard_row,,,,EO-1 2003-01-01,,living_street,,,,,,,,,,track;path,,,,,observatory,,,Rua Trinta e Seis,,,rocks,,,Algoa Bus,,,,,,,ski,Karen Close,,,Doneraile Square,,,,golf_cart,,,tube,,
onbekend,,,,bus_station,,gate,,,,census,,resicential,,,,,,,,,,crossing,,,,,Rua Santo de Godoy Faustino,,,transporter,,,dunes,,,University of Cape Town,,,,,,,tour,weigh_station,,,unpavevd,,,,grade4;grade1,,,boatyard,,
foot,,,,,,wa,,,,"EO-1 USGS 2002-04-21 ""Gharyan""",,residental,,,,,,,,,,platform,,,,,residencial,,,weighing_scale,,,TREE8ROW,,,Shosholoza Meyl,,,,,,,tubarão,bing,,,Rough Dirt,,,,sand,,,margen izquierda Mantaro,,
FIXME,,,,,,kerb,,,,Bing highres,,tram,,,,,,,,,,services,,,,,Residencial,,,unknown,,,coral_reef,,,ZR,,,,,,,waterway,parking_aisle,,,dust,,,,N6,,,stream; river,,
official;no,,,,,,ga,,,,Kalima boundary for HOT tasker,,tertiary_link,,,,,,,,,,dirtroad,,,,,depot,,,kiln,,,beach,,,TRANSTU,,,,,,,Bus,res,,,stream floor,,,,a,,,river; stream,,
BR-267,,,,,,wire-fence,,,,political,,,,,,,,,,,,give_way,,,,,utility,,,wildlife_crossing,,,heath,,,Pioneer Easybus Service,,,,,,,fitness_trail,alley,,,unapaved,,,,grade1;grade2,,,Stream,,
bus,,,,,,ditch,,,,political_fraction,,,,,,,,,,,,estrada da bibala,,,,,aquaculture,,,boom,,,sand,,,SNCFT,,,,,,,downhill,private,,,path,,,,0000,,,river; canal,,
designated;yes,,,,,,citywalls,,,,territorial,,,,,,,,,,,,escape,,,,,port,,,Travessa Duduca,,,service,,,ALSA,,,,,,,funicular,tsela_e_kenellang_motseng,,,grass_paver,,,,grade45,,,dittch,,
Y,,,,,,f,,,,"EO-1 USGS 2003-03-01 ""Brega""",,,,,,,,,,,,elevator,,,,,ser,,,Rua Jasmin Azul,,,old_coasttline,,,INCC,,,,,,,track,Caminho da Furna,,,Tar,,,,grade3;grade4,,,ster,,
designated;private,,,,,,dune,,,,forest,,,,,,,,,,,,residential;service,,,,,,,,pipe_line,,,grassland,,,SRA,,,,,,,,--,,,interlock,,,,VS-38,,,pipe,,
Manuel A Mesones Muro,,,,,,retaining_wall,,,,CBERS satellite image 18-10-2008,,,,,,,,,,,,service,,,,,,,,pipe,,,river,,,Eskom,,,,,,,,mining,,,road,,,,VS-68,,,,,
Sim,,,,,,net,,,,protecte_area,,,,,,,,,,,,alley,,,,,,,,,,,Ruta 32,,,Aftu,,,,,,,,agricultural,,,unpaved²,,,,VS-06,,,,,
restrictive,,,,,,fence;wall,,,,water_protection_area,,,,,,,,,,,,secondary;primary,,,,,,,,,,,desert,,,Entreprise Nationale de Transport Maritime de Voyageurs,,,,,,,,drivethroug,,,potholed,,,,grade3s,,,,,
Santiago Del Estero,,,,,,UIS,,,,hamlet,,,,,,,,,,,,path,,,,,,,,,,,stre,,,Allegedly SPDC. No source available for this.,,,,,,,,Calle la Pardela,,,asphalt;paved;paved,,,,VS-61,,,,,
Jardim Zoológico,,,,,,full-height_turnstile,,,,ham,,,,,,,,,,,,17th close,,,,,,,,,,,Rio Vermelho,,,Suwa Gapei CBO,,,,,,,,path,,,dirt; gravel; gravel,,,,Calle 80,,,,,
no;yes,,,,,,Rua João Law,,,,natural_reserve,,,,,,,,,,,,turning_circle,,,,,,,,,,,islet,,,http://www.costa-adeje.es/es/naturaleza/rutas-senderismo/sendero-camino-de-la-virgen,,,,,,,,Forestry,,,unpaved;dirt,,,,VS-85,,,,,
Rua Maria Justina da Silva,,,,,,turnstile,,,,industrial,,,,,,,,,,,,track;residential,,,,,,,,,,,wood; scrub; wood; scrub; scrub; wood; wood,,,SONATRACH,,,,,,,,D,,,paved; paved; unpaved; unpaved,,,,calle,,,,,
no2,,,,,,sump_buster,,,,Administrative,,,,,,,,,,,,traffic_signals,,,,,,,,,,,temp_coastline,,,ONATRA,,,,,,,,emergency_access,,,terre,,,,Brisas de Robledo,,,,,
Bing,,,,,,grade,,,,Avenida Los Proceres,,,,,,,,,,,,road,,,,,,,,,,,Estrada da Servidão,,,City Sightseeing,,,,,,,,alley;driveway,,,Asphalt,,,,VS-66,,,,,
22,,,,,,debris,,,,bing,,,,,,,,,,,,passing_place,,,,,,,,,,,wood; wood; scrub; wood; wood; wood; wood; scrub; wood; wood; wood; scrub; wood; wood; wood; wood; wood; scrub; wood; wood; scrub,,,Horários do Funchal,,,,,,,,triangle,,,asphalt:sand,,,,VS-41,,,,,
open,,,,,,bakery,,,,aboriginal_lands,,,,,,,,,,,,compacted,,,,,,,,,,,scrub; scrub; wood; wood; wood; scrub; wood; scrub; scrub; wood; wood; scrub; scrub; wood; wood; wood; scrub; wood; scrub; scrub; wood; wood; wood; scrub; wood; wood; scrub; wood; wood; scrub; wood; scrub; scrub; wood; wood,,,EAR,,,,,,,,road,,,ground;grass,,,,Via Cienega,,,,,
primary,,,,,,pipeline,,,,CBERS satellite image 21-10-2008,,,,,,,,,,,,rest_area,,,,,,,,,,,scrub; scrub; wood; wood,,,Sirte Oil Company,,,,,,,,Adventist Hospital,,,JOG,,,,VS-21,,,,,
LOS AROMOS,,,,,,ditsch,,,,administrative;national_park,,,,,,,,,,,,footway;unclassified,,,,,,,,,,,Córrego Saia Velha,,,http://www.santiagodelteide.org/,,,,,,,,dri2,,,paved,,,,VS-27,,,,,
Público,,,,,,float,,,,IBGE PDF Maps,,,,,,,,,,,,undetermined,,,,,,,,,,,scrub; scrub; wood; wood; wood; scrub; wood; wood; scrub; wood; wood; scrub; wood; scrub; scrub; wood; wood; wood; scrub; wood; wood; scrub; wood; scrub; scrub; wood; wood; scrub; scrub; wood; wood; wood; scrub; wood; scrub; scrub; wood; wood,,,thiade,,,,,,,,driveway;alley,,,pave,,,,5,,,,,
40,,,,,,border_control,,,,fix_administrative,,,,,,,,,,,,footway;steps,,,,,,,,,,,Rua Jorge Tzachel,,,Mozal,,,,,,,,paved,,,mud,,,,VS-37,,,,,
pulic,,,,,,jersey_barrier,,,,neighbourhood,,,,,,,,,,,,unclassified,,,,,,,,,,,Córrego Moquém,,,tiadhe,,,,,,,,vers ECA,,,ground;compacted,,,,VS-81,,,,,
Pueblo de La Asunción,,,,,,Cerca Urbanización Colinas de Calazans 2,,,,rio,,,,,,,,,,,,unsurfaced,,,,,,,,,,,rapids,,,Gobierno de Canarias,,,,,,,,-,,,solid_rock_covered_with_ashes,,,,grade3+,,,,,
res,,,,,,,,,,landuse,,,,,,,,,,,,footway,,,,,,,,,,,tree_tow,,,Kenya Pipeline Corporation Ltd.,,,,,,,,bus,,,dirt;sand,,,,tierra,,,,,
private2,,,,,,,,,,Bing Aerial Imagery,,,,,,,,,,,,tracks,,,,,,,,,,,SCRUB,,,Société de Transport Abidjanais (SOTRA),,,,,,,,GRAFCAN OrtoExpress Urbana 2009,,,50,,,,VS-33,,,,,
service,,,,,,,,,,religious_administration,,,,,,,,,,,,footway;path,,,,,,,,,,,Emilio Castelar,,,Nyakahanga DDH,,,,,,,,Gasolineria,,,cobblestone,,,,VS-67,,,,,
Rua Oito,,,,,,,,,,,,,,,,,,,,,,proposed,,,,,,,,,,,Spalte-klein,,,GIBA,,,,,,,,Costa Rica,,,compacted; paved,,,,VS-42,,,,,
private;yes,,,,,,,,,,,,,,,,,,,,,,bus_stop,,,,,,,,,,,wood; scrub; wood,,,Transtu,,,,,,,,Acceso estacionamiento,,,irrigation,,,,To 3 Pines,,,,,
publico,,,,,,,,,,,,,,,,,,,,,,trail,,,,,,,,,,,old river,,,TANESCO,,,,,,,,bus_way,,,grass,,,,VS-84,,,,,
privates,,,,,,,,,,,,,,,,,,,,,,tertiary;residential,,,,,,,,,,,inactive_coastline,,,AINGAVAO,,,,,,,,Máquinas,,,Cement,,,,VS-79,,,,,
si,,,,,,,,,,,,,,,,,,,,,,pedestrian,,,,,,,,,,,Rua Ibiracu,,,Commune;private,,,,,,,,Rua Maria H. F. Berton,,,stream bed,,,,Driveway,,,,,
yes;designated,,,,,,,,,,,,,,,,,,,,,,track;unclassified,,,,,,,,,,,peak,,,CAMRAIL,,,,,,,,escada,,,ubpaved,,,,grade5;grade4,,,,,
Transmilenio,,,,,,,,,,,,,,,,,,,,,,unclassified;road,,,,,,,,,,,gully,,,ICCN,,,,,,,,psv,,,Ground,,,,VS-72,,,,,
restrict,,,,,,,,,,,,,,,,,,,,,,path;unclassified,,,,,,,,,,,tree,,,PE Radio Flyers,,,,,,,,Construcción,,,boulders,,,,VS-80,,,,,
sim,,,,,,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,,old_coastline,,,Ayuntamiento Villa de Arico,,,,,,,,Fenoco,,,mainly_paved,,,,Calle_61_B S,,,,,
MG-167,,,,,,,,,,,,,,,,,,,,,,motorway_junction,,,,,,,,,,,Rua Linhares,,,Birds of Paradise,,,,,,,,attraction,,,asphalt;unpaved,,,,VS-29,,,,,
Recanto do Sossego,,,,,,,,,,,,,,,,,,,,,,ford,,,,,,,,,,,Rua Ita,,,Family life,,,,,,,,Pasaje el Barranquillo,,,Dirt,,,,Via al Páramo,,,,,
no;bus,,,,,,,,,,,,,,,,,,,,,,trunk_link,,,,,,,,,,,Córrego Santo Antônio,,,Arab Petroleum Pipeline Co.,,,,,,,,Jr. Humanga,,,s,,,,VS-22,,,,,
local,,,,,,,,,,,,,,,,,,,,,,cycleway,,,,,,,,,,,plateau,,,Morning Sun Nature Reserve,,,,,,,,Pasaje_Peatonal,,,paving_stones:30,,,,VS-63,,,,,
,,,,,,,,,,,,,,,,,,,,,,via_ferrata,,,,,,,,,,,Spalte-mittel,,,Forminière,,,,,,,,camp_site,,,Rough Dirt Road,,,,Calle_71_D S,,,,,
,,,,,,,,,,,,,,,,,,,,,,service;track,,,,,,,,,,,tree_rowp,,,Mugana DDH,,,,,,,,driveway;parking-aisle,,,turf,,,,Via a la morell,,,,,
,,,,,,,,,,,,,,,,,,,,,,racetrack,,,,,,,,,,,scrub; scrub; wood; wood; wood; scrub; wood,,,Grid Co,,,,,,,,Pasaje_peatonal_privado,,,fine_gravel,,,,VS-34,,,,,
,,,,,,,,,,,,,,,,,,,,,,disused,,,,,,,,,,,crevasse,,,Togo Rail S.A. (WACEM and RITES),,,,,,,,Rua Lizandra Costa,,,grade3,,,,Ramal 12,,,,,
,,,,,,,,,,,,,,,,,,,,,,residential;tertiary,,,,,,,,,,,,,,ETUS,,,,,,,,TIRIO,,,gravel;paved;asphalt,,,,VS-44,,,,,
,,,,,,,,,,,,,,,,,,,,,,undefined,,,,,,,,,,,,,,Rodoeste,,,,,,,,construction,,,unpaved_dirt,,,,VS-26,,,,,
,,,,,,,,,,,,,,,,,,,,,,camino rural,,,,,,,,,,,,,,Mwaragania Primary School,,,,,,,,as,,,clay,,,,<,,,,,
,,,,,,,,,,,,,,,,,,,,,,dummy,,,,,,,,,,,,,,Cabildo Insular de Tenerife,,,,,,,,service=transportation,,,stand,,,,trocha,,,,,
,,,,,,,,,,,,,,,,,,,,,,residential_link,,,,,,,,,,,,,,Canal +,,,,,,,,water_power,,,N1,,,,VS-31,,,,,
,,,,,,,,,,,,,,,,,,,,,,street_lamp,,,,,,,,,,,,,,État,,,,,,,,hydrocarbons,,,very_bad,,,,VS-82,,,,,
,,,,,,,,,,,,,,,,,,,,,,path;track,,,,,,,,,,,,,,Gautrain Bus,,,,,,,,Via de servicio,,,ciment,,,,grade4s,,,,,
,,,,,,,,,,,,,,,,,,,,,,under_construction,,,,,,,,,,,,,,AMTWSSE,,,,,,,,residencial,,,concrete,,,,,,,,,
