access,admin_level,aerialway,aeroway,amenity,area,barrier,bicycle,brand,bridge,boundary,building,capital,construction,covered,culvert,cutting,denomination,disused,ele,embankment,foot,generator:source,harbour,highway,historic,horse,intermittent,junction,landuse,leisure,lock,man_made,military,motorcar,natural,office,oneway,operator,place,poi,power,power_source,public_transport,railway,religion,route,service,shop,sport,surface,toll,tourism,tower:type,tunnel,water,waterway,wetland,wood
,,,,,,,,,,,,,,,,,,,378,,,,,,,,,,,,,,,,,,,Government of Kenya,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,534,,,,,,,,,,,,,,,,,,,La Caja de Canarias,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2058.3200000000002,,,,,,,,,,,,,,,,,,,Kimalel day & boarding pry school,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1928.54,,,,,,,,,,,,,,,,,,,Co-operative Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,,,,,,,,,Pick 'n Pay,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,667.76999999999998,,,,,,,,,,,,,,,,,,,NOC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2116.96,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1787.71,,,,,,,,,,,,,,,,,,,FNB Namibia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1987.1800000000001,,,,,,,,,,,,,,,,,,,PRASA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2680,,,,,,,,,,,,,,,,,,,Hiperdino,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1891.53,,,,,,,,,,,,,,,,,,,Kirchner Solar Uganda Ltd.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,299,,,,,,,,,,,,,,,,,,,Sachangwan Secondary School,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5558 ft,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,Goodman Gallery,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1930.95,,,,,,,,,,,,,,,,,,,Nampost,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1881.9200000000001,,,,,,,,,,,,,,,,,,,La poste,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2036.6900000000001,,,,,,,,,,,,,,,,,,,Oando,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2003.52,,,,,,,,,,,,,,,,,,,Privé,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,377,,,,,,,,,,,,,,,,,,,Ksar Ezzit,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1545,,,,,,,,,,,,,,,,,,,Jirama,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,Caritas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2083.3099999999999,,,,,,,,,,,,,,,,,,,ONATRA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1075,,,,,,,,,,,,,,,,,,,City Sightseeing,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,,privé,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,651.90999999999997,,,,,,,,,,,,,,,,,,,Ministère de la Santé Publique,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,872,,,,,,,,,,,,,,,,,,,Standard bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,Care,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1965,,,,,,,,,,,,,,,,,,,dakar-dem-dikk,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,929,,,,,,,,,,,,,,,,,,,TANESCO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1752,,,,,,,,,,,,,,,,,,,Privée,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1643,,,,,,,,,,,,,,,,,,,Associação Santana Cidade Solidária,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,640.86000000000001,,,,,,,,,,,,,,,,,,,La Poste de Côte d'Ivoire,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,Tro-tro,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,447,,,,,,,,,,,,,,,,,,,Bank de l'Habitat,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1561.3199999999999,,,,,,,,,,,,,,,,,,,BMCE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,Expresso,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,921,,,,,,,,,,,,,,,,,,,UDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2090,,,,,,,,,,,,,,,,,,,Telkom Kenya,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,Nissan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2197,,,,,,,,,,,,,,,,,,,Mwaragania Primary School,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1352.71,,,,,,,,,,,,,,,,,,,Midas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,890,,,,,,,,,,,,,,,,,,,Vodacom,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1249.3699999999999,,,,,,,,,,,,,,,,,,,First National Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1824.24,,,,,,,,,,,,,,,,,,,Mutirithia Secondary School,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1383,,,,,,,,,,,,,,,,,,,CMML,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1904.03,,,,,,,,,,,,,,,,,,,Tractafric Motors Ivory Coast-Alliance Automobiles,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1991.99,,,,,,,,,,,,,,,,,,,Sitarail,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2063.6100000000001,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,924,,,,,,,,,,,,,,,,,,,APC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1790,,,,,,,,,,,,,,,,,,,Multiple,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2190,,,,,,,,,,,,,,,,,,,X-OIL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2066.9699999999998,,,,,,,,,,,,,,,,,,,Vivo Energy Côte d'Ivoire SA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1546.4200000000001,,,,,,,,,,,,,,,,,,,Usafi Group Soweto,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,571,,,,,,,,,,,,,,,,,,,EKAR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1010,,,,,,,,,,,,,,,,,,,Fruit & Veg City,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1280,,,,,,,,,,,,,,,,,,,toilet,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,Transgabonais,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,155,,,,,,,,,,,,,,,,,,,Caisse d'Épargne de Madagascar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,973,,,,,,,,,,,,,,,,,,,South African National Parks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1354,,,,,,,,,,,,,,,,,,,Global SU,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,860,,,,,,,,,,,,,,,,,,,Total Côte d'Ivoire SA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1501,,,,,,,,,,,,,,,,,,,ProCredit,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2682,,,,,,,,,,,,,,,,,,,sasol,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1429,,,,,,,,,,,,,,,,,,,Unused,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1163,,,,,,,,,,,,,,,,,,,REGIDESO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,639.40999999999997,,,,,,,,,,,,,,,,,,,STEG,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1255,,,,,,,,,,,,,,,,,,,Sodifram,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1326,,,,,,,,,,,,,,,,,,,Algerie Poste,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,606,,,,,,,,,,,,,,,,,,,CMH,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1275.8066,,,,,,,,,,,,,,,,,,,Rose park academy,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,465,,,,,,,,,,,,,,,,,,,IRC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1847,,,,,,,,,,,,,,,,,,,Barclay,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,Western Cape Education Department,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,tourism,,,,,,,,,,,,,,,,,,,CM Safaris,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,Commercial International Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1201,,,,,,,,,,,,,,,,,,,Petromin Oils,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,717,,,,,,,,,,,,,,,,,,,Carambole,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2663,,,,,,,,,,,,,,,,,,,Hotel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2002.0799999999999,,,,,,,,,,,,,,,,,,,Caja Rural,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,CDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,Sentech,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1751.1800000000001,,,,,,,,,,,,,,,,,,,Prive,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,Enacol,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1990,,,,,,,,,,,,,,,,,,,Dr. Buhari,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,672,,,,,,,,,,,,,,,,,,,2iE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,188.89999389648438,,,,,,,,,,,,,,,,,,,Sabadell Atlántico,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1705,,,,,,,,,,,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,545,,,,,,,,,,,,,,,,,,,Ministère de l'Economie et des Finances,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2821,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,637,,,,,,,,,,,,,,,,,,,Correta Scott King School,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,Ayuntamiento de Santa Cruz de Tenerife,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,BCI,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2103,,,,,,,,,,,,,,,,,,,Société de Distribution d'Eau en Côte d'Ivoire (SODECI),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2016.02,,,,,,,,,,,,,,,,,,,Epworth Mission Clinic,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1611,,,,,,,,,,,,,,,,,,,KOBIL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1714,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,395,,,,,,,,,,,,,,,,,,,INOV,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1150,,,,,,,,,,,,,,,,,,,PT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,485,,,,,,,,,,,,,,,,,,,Ecosan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1954.98,,,,,,,,,,,,,,,,,,,Skye Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,,,,,Croix Rouge Burundi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2869,,,,,,,,,,,,,,,,,,,Agape Junior Academy,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,298,,,,,,,,,,,,,,,,,,,Naftal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2088,,,,,,,,,,,,,,,,,,,Opérateurs privés,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1065,,,,,,,,,,,,,,,,,,,Cheli & Peacock,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,523,,,,,,,,,,,,,,,,,,,TMB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,386,,,,,,,,,,,,,,,,,,,Addis Ababa Water and Sewerage Authority,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2128.02,,,,,,,,,,,,,,,,,,,mr kosgey,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1864.6099999999999,,,,,,,,,,,,,,,,,,,Arab African International Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,Bankia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2048.71,,,,,,,,,,,,,,,,,,,PCAN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1258.5,,,,,,,,,,,,,,,,,,,OiLibya,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,326,,,,,,,,,,,,,,,,,,,Bank of Khartoum,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,561,,,,,,,,,,,,,,,,,,,CFC Stanbic Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1425,,,,,,,,,,,,,,,,,,,ALGERIE POSTE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,370,,,,,,,,,,,,,,,,,,,Access Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,750,,,,,,,,,,,,,,,,,,,Elton,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,990,,,,,,,,,,,,,,,,,,,Lampadaire,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,721,,,,,,,,,,,,,,,,,,,Nedbank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,966,,,,,,,,,,,,,,,,,,,RIU,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,BIC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,,,,,,,TGM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,239,,,,,,,,,,,,,,,,,,,BNI,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,387,,,,,,,,,,,,,,,,,,,UMEME,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,295,,,,,,,,,,,,,,,,,,,Ministère de l'Education Nationale,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1062,,,,,,,,,,,,,,,,,,,ORANGE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1045,,,,,,,,,,,,,,,,,,,Telma,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1243.1199999999999,,,,,,,,,,,,,,,,,,,Hertz,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1909.8,,,,,,,,,,,,,,,,,,,Aeroportos de Mocambique (Mozambique Airports Company),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2360,,,,,,,,,,,,,,,,,,,Hope Center,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1972.28,,,,,,,,,,,,,,,,,,,Public Toilets,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1759,,,,,,,,,,,,,,,,,,,Gobierno de Canarias,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2790,,,,,,,,,,,,,,,,,,,Correiros,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,438,,,,,,,,,,,,,,,,,,,Pétro Ivoire SA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,296,,,,,,,,,,,,,,,,,,,Communauté Electrique du Bénin,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,African Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,901,,,,,,,,,,,,,,,,,,,Cooprative Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1360,,,,,,,,,,,,,,,,,,,Titsa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1936.23,,,,,,,,,,,,,,,,,,,FRS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1295.5139,,,,,,,,,,,,,,,,,,,Kenya Wines Agency Limited (KWAL),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1710,,,,,,,,,,,,,,,,,,,NSGB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,722,,,,,,,,,,,,,,,,,,,Ministry of Cerial Board,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,721.709106,,,,,,,,,,,,,,,,,,,Josphat Bowen,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1340,,,,,,,,,,,,,,,,,,,Amref,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1979.97,,,,,,,,,,,,,,,,,,,School,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,408,,,,,,,,,,,,,,,,,,,Pioneer Easybus,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,218,,,,,,,,,,,,,,,,,,,Standard Chartered,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,ABC bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1994.8699999999999,,,,,,,,,,,,,,,,,,,Tiger Safaris,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2060.2399999999998,,,,,,,,,,,,,,,,,,,Petroda,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,651,,,,,,,,,,,,,,,,,,,Uganda Wildlife Authority,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,221,,,,,,,,,,,,,,,,,,,Debonair's Pizza,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2130,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,655.27999999999997,,,,,,,,,,,,,,,,,,,SANRA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1989.0999999999999,,,,,,,,,,,,,,,,,,,Namibia Post,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2750,,,,,,,,,,,,,,,,,,,Barclays Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2305,,,,,,,,,,,,,,,,,,,SOTRA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1086,,,,,,,,,,,,,,,,,,,H10,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1182.07836914063,,,,,,,,,,,,,,,,,,,HSBC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2718,,,,,,,,,,,,,,,,,,,Alterneo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,825,,,,,,,,,,,,,,,,,,,Community,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,185,,,,,,,,,,,,,,,,,,,Grupo Sousa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1682.4400000000001,,,,,,,,,,,,,,,,,,,emmasa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2144.3600000000001,,,,,,,,,,,,,,,,,,,Jackson Transit Authority,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2143.8800000000001,,,,,,,,,,,,,,,,,,,Guaguas Urbanas Arrecife,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2660,,,,,,,,,,,,,,,,,,,Eco Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1390,,,,,,,,,,,,,,,,,,,Komatiland Forests,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,,,shell,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3560,,,,,,,,,,,,,,,,,,,UNHCR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,soretras,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2145.3200000000002,,,,,,,,,,,,,,,,,,,PostNet,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1365.6900000000001,,,,,,,,,,,,,,,,,,,PNCD,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1389,,,,,,,,,,,,,,,,,,,Catholic Church,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,Marigat High School,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1993.9100000000001,,,,,,,,,,,,,,,,,,,Company,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3350,,,,,,,,,,,,,,,,,,,Correos,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1486.8199999999999,,,,,,,,,,,,,,,,,,,SONABEL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,203,,,,,,,,,,,,,,,,,,,Oostermoed Beleggings,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2179,,,,,,,,,,,,,,,,,,,Police,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2036.21,,,,,,,,,,,,,,,,,,,BPI,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,703.041748,,,,,,,,,,,,,,,,,,,CRDB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,595,,,,,,,,,,,,,,,,,,,GTBank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3060,,,,,,,,,,,,,,,,,,,MTN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1125,,,,,,,,,,,,,,,,,,,Namibian Civil Government,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,390,,,,,,,,,,,,,,,,,,,Fiangonan'i Jesoa Kristy eto Madagasikara (FJKM),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1157.083984375,,,,,,,,,,,,,,,,,,,Millenium BCP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1616,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1363.77,,,,,,,,,,,,,,,,,,,Rectorat Université N'Djamena,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3320,,,,,,,,,,,,,,,,,,,Forever Resorts,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,603,,,,,,,,,,,,,,,,,,,Iberostar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,980,,,,,,,,,,,,,,,,,,,SOTRA Groupe,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2876,,,,,,,,,,,,,,,,,,,Masanduko FP School,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,830,,,,,,,,,,,,,,,,,,,Millenium BIM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2042.9400000000001,,,,,,,,,,,,,,,,,,,toillets,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1414,,,,,,,,,,,,,,,,,,,Oillibya,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1500,,,,,,,,,,,,,,,,,,,Société Générale de Banques en Côte d’Ivoire (SGBCI),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1981.4100000000001,,,,,,,,,,,,,,,,,,,A.I.C,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1132,,,,,,,,,,,,,,,,,,,Petrom,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2295,,,,,,,,,,,,,,,,,,,caltex,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1890,,,,,,,,,,,,,,,,,,,Misr,,,,,,,,,,,,,,,,,,,,
