access,admin_level,aerialway,aeroway,amenity,area,barrier,bicycle,brand,bridge,boundary,building,capital,construction,covered,culvert,cutting,denomination,disused,ele,embankment,foot,generator:source,harbour,highway,historic,horse,intermittent,junction,landuse,leisure,lock,man_made,military,motorcar,natural,office,oneway,operator,place,poi,power,power_source,public_transport,railway,religion,route,service,shop,sport,surface,toll,tourism,tower:type,tunnel,water,waterway,wetland,wood
,,,,,,,,,,,,,,,,,,,1735.8,,,,,,,,,,,,,,,,,,,Línea 3 - 15 - 50,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1419,,,,,,,,,,,,,,,,,,,Ripley,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2005.45,,,,,,,,,,,,,,,,,,,Hielo y Aventura,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1469.03,,,,,,,,,,,,,,,,,,,Deflores S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1293,,,,,,,,,,,,,,,,,,,Fundação Amigos do Lajedo de Soledade (FALS),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,332,,,,,,,,,,,,,,,,,,,Furnas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,333,,,,,,,,,,,,,,,,,,,Paredes Barreno José Gonzalo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2152.0500000000002,,,,,,,,,,,,,,,,,,,UATF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2314,,,,,,,,,,,,,,,,,,,E.T.A.R. y otros,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"449,99 m.",,,,,,,,,,,,,,,,,,,214,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1655.05,,,,,,,,,,,,,,,,,,,Banco do Brasil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1312.3369,,,,,,,,,,,,,,,,,,,Prezunic,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1563,,,,,,,,,,,,,,,,,,,Mirta Galeazzi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1956.4200000000001,,,,,,,,,,,,,,,,,,,Central,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1382.51318359375,,,,,,,,,,,,,,,,,,,IED Barrio Simon Bolivar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,Banco BBVA Francés,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,343,,,,,,,,,,,,,,,,,,,Damian,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2405,,,,,,,,,,,,,,,,,,,Governo do Estado de São PAulo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,34.25,,,,,,,,,,,,,,,,,,,Águas Guariroba,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4977,,,,,,,,,,,,,,,,,,,Rede Super,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3820,,,,,,,,,,,,,,,,,,,Bancolombia Manga,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,238,,,,,,,,,,,,,,,,,,,HiperMaxi SA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,157.60000610351563,,,,,,,,,,,,,,,,,,,Claro; Tim,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1637,,,,,,,,,,,,,,,,,,,Bixu de Pé,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2019,,,,,,,,,,,,,,,,,,,Croix Rouge,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1146,,,,,,,,,,,,,,,,,,,Carolina Monteagudo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2109.27,,,,,,,,,,,,,,,,,,,Locatel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1845.3900000000001,,,,,,,,,,,,,,,,,,,Manuel Tienda León,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,649.02999999999997,,,,,,,,,,,,,,,,,,,ZOOM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,241,,,,,,,,,,,,,,,,,,,Servicio Penitenciario Provincial - Rio Negro,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,Pereyra Romindo W.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,Caracol Radio,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1543.05,,,,,,,,,,,,,,,,,,,Cooperativa Mercado Cooperativo Puerto Rico Ltda,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1733,,,,,,,,,,,,,,,,,,,"MPIfR, ESO, OSO",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,384,,,,,,,,,,,,,,,,,,,Instituto Butantan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3734,,,,,,,,,,,,,,,,,,,Drogarede,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,448,,,,,,,,,,,,,,,,,,,Atlantico,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2546,,,,,,,,,,,,,,,,,,,Autopistas del Sol,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1196,,,,,,,,,,,,,,,,,,,interarmées,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1302,,,,,,,,,,,,,,,,,,,"Centro de Veteranos de guerra ""Malvinas Argentinas""",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1869.4200000000001,,,,,,,,,,,,,,,,,,,Banco Caroni,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2900,,,,,,,,,,,,,,,,,,,CFN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1971.8,,,,,,,,,,,,,,,,,,,ServiBanca,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,Banco Industrial de Venezuela (Solo Personal),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1279,,,,,,,,,,,,,,,,,,,La Rotonda Sur S.R.L.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"293,30 m.",,,,,,,,,,,,,,,,,,,troncal 1 Guasmo-Río Daule,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2015.0599999999999,,,,,,,,,,,,,,,,,,,Só jesus!,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1381,,,,,,,,,,,,,,,,,,,REDBANC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,33.2911377,,,,,,,,,,,,,,,,,,,Apar-T-otel Porta Westfalica S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"774,07 m.",,,,,,,,,,,,,,,,,,,Mauro Toledo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1237.3499999999999,,,,,,,,,,,,,,,,,,,ITAU,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1851,,,,,,,,,,,,,,,,,,,Igreja Positivista do Brasil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2281,,,,,,,,,,,,,,,,,,,27º BPM/M 1ª Cia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2107.8299999999999,,,,,,,,,,,,,,,,,,,Supergasbras,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,446,,,,,,,,,,,,,,,,,,,Posto Pelé,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,546,,,,,,,,,,,,,,,,,,,Companhia Brasileira de Distribuição,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1268.59692382813,,,,,,,,,,,,,,,,,,,Union Temporal Malla Vial del Valle del Cauca y Cauca,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2649,,,,,,,,,,,,,,,,,,,SMTUR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,7.1000000,,,,,,,,,,,,,,,,,,,R y D Servicios,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2379,,,,,,,,,,,,,,,,,,,YPFB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1364.73,,,,,,,,,,,,,,,,,,,TS GNC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,Sinoscap,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,254,,,,,,,,,,,,,,,,,,,Boliviano,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,739.558105,,,,,,,,,,,,,,,,,,,Unique Hotels,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,965 m,,,,,,,,,,,,,,,,,,,Banco Sicredi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1252,,,,,,,,,,,,,,,,,,,Estado Provincial,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,230.60000610351563,,,,,,,,,,,,,,,,,,,ventura,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2053.0300000000002,,,,,,,,,,,,,,,,,,,Claro,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,214.399993896484375,,,,,,,,,,,,,,,,,,,barbecue,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1848.27,,,,,,,,,,,,,,,,,,,Fuente Suiza,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,Sualeno,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1831,,,,,,,,,,,,,,,,,,,t,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1695.4200000000001,,,,,,,,,,,,,,,,,,,AeroCali,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1486.5529785000001,,,,,,,,,,,,,,,,,,,Castillo Gallegos Vilma Esther,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1948.73,,,,,,,,,,,,,,,,,,,Ilaria,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1973.72,,,,,,,,,,,,,,,,,,,Asmetsalud,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,614.7,,,,,,,,,,,,,,,,,,,Motel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1130,,,,,,,,,,,,,,,,,,,"FOTO ESTUDIO VALIDO, C.A",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1835.77,,,,,,,,,,,,,,,,,,,HATVIAL S.A.S.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1264,,,,,,,,,,,,,,,,,,,Gobernación de Vargas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1466.1500000000001,,,,,,,,,,,,,,,,,,,Ferrari S.R.L.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,303,,,,,,,,,,,,,,,,,,,Electroandina,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2110,,,,,,,,,,,,,,,,,,,ETDEM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1283.0166015625,,,,,,,,,,,,,,,,,,,Bacano,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,186m,,,,,,,,,,,,,,,,,,,Intersur Hoteles,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1129 m,,,,,,,,,,,,,,,,,,,Correos de Bolivia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2299,,,,,,,,,,,,,,,,,,,Carabineros de Chile,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,828,,,,,,,,,,,,,,,,,,,Dirección Regional de Cultura,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,494,,,,,,,,,,,,,,,,,,,Pedágio Univias,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,383,,,,,,,,,,,,,,,,,,,Secretaria de Educação do Estado de São Paulo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1816,,,,,,,,,,,,,,,,,,,Marinha do Brasil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,~920,,,,,,,,,,,,,,,,,,,Torrescar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"468,19 m.",,,,,,,,,,,,,,,,,,,Sitio Tranquilidade,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2768,,,,,,,,,,,,,,,,,,,Bus Alimentador Metropolitano,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1398m,,,,,,,,,,,,,,,,,,,Zaffari Menino Deus,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1253,,,,,,,,,,,,,,,,,,,Los 3 Elefantes,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1363.29,,,,,,,,,,,,,,,,,,,Municipalidad de Alta Gracia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,539,,,,,,,,,,,,,,,,,,,Pinchao Culchac María Cordula,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2008.8099999999999,,,,,,,,,,,,,,,,,,,Kentucky,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1261.3872,,,,,,,,,,,,,,,,,,,Fernanda & Peter,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,Repsol Comercial,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"1772,31 m.",,,,,,,,,,,,,,,,,,,"Julienne, Teva, Michel",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1641,,,,,,,,,,,,,,,,,,,Friday's,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2535,,,,,,,,,,,,,,,,,,,Fernand,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1589.6800000000001,,,,,,,,,,,,,,,,,,,Anguera Derivados de Petroleo Ltda,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,664,,,,,,,,,,,,,,,,,,,Iveco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,163.5,,,,,,,,,,,,,,,,,,,Light,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2012.1800000000001,,,,,,,,,,,,,,,,,,,ExpressoDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1468,,,,,,,,,,,,,,,,,,,Prom Perú,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,48.9099998474121,,,,,,,,,,,,,,,,,,,Saas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2070,,,,,,,,,,,,,,,,,,,RHASA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,880 m,,,,,,,,,,,,,,,,,,,OAB-SP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2026.5999999999999,,,,,,,,,,,,,,,,,,,autobuses,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1645.4300000000001,,,,,,,,,,,,,,,,,,,Municipalidad Provincial de Trujillo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,985,,,,,,,,,,,,,,,,,,,FCFM - U. de Chile,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1253.2158,,,,,,,,,,,,,,,,,,,SMIC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,320.74000000000001,,,,,,,,,,,,,,,,,,,Art Atlas Natural Production,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1925.6600000000001,,,,,,,,,,,,,,,,,,,Naturaleza S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1957.8599999999999,,,,,,,,,,,,,,,,,,,Supermecado Dia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1239.27661132813,,,,,,,,,,,,,,,,,,,Plaza,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4790,,,,,,,,,,,,,,,,,,,FARSOLIS S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,711,,,,,,,,,,,,,,,,,,,Legrand Colombia S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1888.1700000000001,,,,,,,,,,,,,,,,,,,Bancor,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,486,,,,,,,,,,,,,,,,,,,MultiParK,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,318,,,,,,,,,,,,,,,,,,,Nación Pedal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1158,,,,,,,,,,,,,,,,,,,IVIC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5744,,,,,,,,,,,,,,,,,,,Ente Intermunicipal Ruta 6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2080,,,,,,,,,,,,,,,,,,,Ecuador Tur,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1536.3199999999999,,,,,,,,,,,,,,,,,,,Tribunal de Justiça de Santa Catarina,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3450 m,,,,,,,,,,,,,,,,,,,Bustos Telmo Bernardo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,11.11,,,,,,,,,,,,,,,,,,,Invías,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,619,,,,,,,,,,,,,,,,,,,Círculo Católico,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,357,,,,,,,,,,,,,,,,,,,Comercial Santa Maria,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1904.51,,,,,,,,,,,,,,,,,,,Sindicato del Seguro,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,837.59,,,,,,,,,,,,,,,,,,,Vivo;Oi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,840,,,,,,,,,,,,,,,,,,,JM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1493.0599999999999,,,,,,,,,,,,,,,,,,,Sociedade Rural de Maringá,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,737.002014160156,,,,,,,,,,,,,,,,,,,Metrobus,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1830,,,,,,,,,,,,,,,,,,,Provincia de Neuquén,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1256.5799999999999,,,,,,,,,,,,,,,,,,,DISU,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1336.8499999999999,,,,,,,,,,,,,,,,,,,Banco BNB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,749,,,,,,,,,,,,,,,,,,,Melhor,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1444.04,,,,,,,,,,,,,,,,,,,mail post office,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,678.83000000000004,,,,,,,,,,,,,,,,,,,SAN SIMON,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,770,,,,,,,,,,,,,,,,,,,Universidade Estadual de Maringá,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,172.600006103515625,,,,,,,,,,,,,,,,,,,Las Villas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1594.96,,,,,,,,,,,,,,,,,,,Bancoob - Banco Cooperativo do Brasil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,168.3552246,,,,,,,,,,,,,,,,,,,Autopista Fluminense,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,173.1999969482422,,,,,,,,,,,,,,,,,,,FAS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,665.85000000000002,,,,,,,,,,,,,,,,,,,COT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,668.25,,,,,,,,,,,,,,,,,,,Facultad de Ingeniería,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,678.977112,,,,,,,,,,,,,,,,,,,Farmacias Gloria,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1156.60327148438,,,,,,,,,,,,,,,,,,,Prefeitura Municipal SBC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1762,,,,,,,,,,,,,,,,,,,Pago Facil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,Banco Edwards-Citi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1165,,,,,,,,,,,,,,,,,,,Sudameris,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1720.4200000000001,,,,,,,,,,,,,,,,,,,Estatal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1962.1900000000001,,,,,,,,,,,,,,,,,,,Sede Social do Clube do Comércio,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1961.71,,,,,,,,,,,,,,,,,,,BanRed,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1954.02,,,,,,,,,,,,,,,,,,,TTPost,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1404.6199999999999,,,,,,,,,,,,,,,,,,,GNU Moinhos de Vento,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1312.8199999999999,,,,,,,,,,,,,,,,,,,Santa Marta,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2447,,,,,,,,,,,,,,,,,,,ESCUELA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"482,01 m.",,,,,,,,,,,,,,,,,,,Extra,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1896.8199999999999,,,,,,,,,,,,,,,,,,,Blue Three Hotels,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,542,,,,,,,,,,,,,,,,,,,Governo do Estado,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1687,,,,,,,,,,,,,,,,,,,Caja Trujillo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,216,,,,,,,,,,,,,,,,,,,Copel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1966.03,,,,,,,,,,,,,,,,,,,Sicredi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,164.1999969482422,,,,,,,,,,,,,,,,,,,Rota do Atlântico,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,425.0000000,,,,,,,,,,,,,,,,,,,Hanna,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2347,,,,,,,,,,,,,,,,,,,Bradesco; Itaú,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4280,,,,,,,,,,,,,,,,,,,Instituto Nacional de Nutrición,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,53.1339988708496,,,,,,,,,,,,,,,,,,,CX16 Radio Carve,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,736.7,,,,,,,,,,,,,,,,,,,Autobol S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,993,,,,,,,,,,,,,,,,,,,Musimundo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1244.5599999999999,,,,,,,,,,,,,,,,,,,Burbano Mera Jesus Eduardo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3840,,,,,,,,,,,,,,,,,,,Instituto Baleia Jubarte,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2139.5500000000002,,,,,,,,,,,,,,,,,,,Bike Salvador,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,740.37207,,,,,,,,,,,,,,,,,,,Cooperativa Agrícola,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1005,,,,,,,,,,,,,,,,,,,Sport78,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,192.3000030517578,,,,,,,,,,,,,,,,,,,Punto Entel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,838,,,,,,,,,,,,,,,,,,,Mundial,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1496.4300000000001,,,,,,,,,,,,,,,,,,,Hospital Moinhos,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1026,,,,,,,,,,,,,,,,,,,Terpel El Tesoro,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,415,,,,,,,,,,,,,,,,,,,Republic Bank Ltd.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1197,,,,,,,,,,,,,,,,,,,Parques nacionales de Colombia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,467,,,,,,,,,,,,,,,,,,,BR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"814,04 m.",,,,,,,,,,,,,,,,,,,Rede Droga Leste,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1266.1900000000001,,,,,,,,,,,,,,,,,,,Parabólica,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1507,,,,,,,,,,,,,,,,,,,Che Lagarto,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1225,,,,,,,,,,,,,,,,,,,FORTEX S.R.L.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1869,,,,,,,,,,,,,,,,,,,Água Doce Cachaçaria,,,,,,,,,,,,,,,,,,,,
